country,iso_code,id_day_vaccinations,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million,vaccines,source_name,source_website
Mexico,MEX,79,12/03/2021,4005131,3395671,609460,205131,181890,3.07,2.61,0.47,1396,"CanSino, Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",Secretary of Health,http://www.gob.mx/cms/uploads/attachment/file/695292/2022.01.25_17h00_ComunicadoTecnicoDiario_Covid19.pdf
Mexico,MEX,80,13/03/2021,4214294,3604420,609874,209163,206927,3.24,2.77,0.47,1589,"CanSino, Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",Secretary of Health,http://www.gob.mx/cms/uploads/attachment/file/695292/2022.01.25_17h00_ComunicadoTecnicoDiario_Covid19.pdf
Mexico,MEX,81,14/03/2021,4339926,3730045,609881,125632,220974,3.33,2.86,0.47,1696,"CanSino, Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",Secretary of Health,http://www.gob.mx/cms/uploads/attachment/file/695292/2022.01.25_17h00_ComunicadoTecnicoDiario_Covid19.pdf
Mexico,MEX,82,15/03/2021,4404608,3794719,609889,64682,222140,3.38,2.91,0.47,1705,"CanSino, Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",Secretary of Health,http://www.gob.mx/cms/uploads/attachment/file/695292/2022.01.25_17h00_ComunicadoTecnicoDiario_Covid19.pdf
Mexico,MEX,83,16/03/2021,4530784,3794719,609889,126176,204274,3.48,2.91,0.47,1568,"CanSino, Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",Secretary of Health,http://www.gob.mx/cms/uploads/attachment/file/695292/2022.01.25_17h00_ComunicadoTecnicoDiario_Covid19.pdf
Mexico,MEX,84,17/03/2021,4737622,4110741,626881,206838,178517,3.64,3.16,0.48,1370,"CanSino, Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",Secretary of Health,http://www.gob.mx/cms/uploads/attachment/file/695292/2022.01.25_17h00_ComunicadoTecnicoDiario_Covid19.pdf
Mexico,MEX,85,18/03/2021,4947522,4300720,646802,209900,163932,3.8,3.3,0.5,1258,"CanSino, Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",Secretary of Health,http://www.gob.mx/cms/uploads/attachment/file/695292/2022.01.25_17h00_ComunicadoTecnicoDiario_Covid19.pdf
Mexico,MEX,86,19/03/2021,5186751,4300720,646802,239229,168803,3.98,3.3,0.5,1296,"CanSino, Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",Secretary of Health,http://www.gob.mx/cms/uploads/attachment/file/695292/2022.01.25_17h00_ComunicadoTecnicoDiario_Covid19.pdf
Mexico,MEX,87,20/03/2021,5459014,4763347,695667,272263,177817,4.19,3.66,0.53,1365,"CanSino, Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",Secretary of Health,http://www.gob.mx/cms/uploads/attachment/file/695292/2022.01.25_17h00_ComunicadoTecnicoDiario_Covid19.pdf
Mexico,MEX,88,21/03/2021,5612291,4895523,716768,153277,181766,4.31,3.76,0.55,1395,"CanSino, Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",Secretary of Health,http://www.gob.mx/cms/uploads/attachment/file/695292/2022.01.25_17h00_ComunicadoTecnicoDiario_Covid19.pdf
Mexico,MEX,89,22/03/2021,5781359,5046896,734463,169068,196679,4.44,3.87,0.56,1510,"CanSino, Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",Secretary of Health,http://www.gob.mx/cms/uploads/attachment/file/695292/2022.01.25_17h00_ComunicadoTecnicoDiario_Covid19.pdf
Mexico,MEX,90,23/03/2021,5926967,5046896,734463,145608,199455,4.55,3.87,0.56,1531,"CanSino, Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",Secretary of Health,http://www.gob.mx/cms/uploads/attachment/file/695292/2022.01.25_17h00_ComunicadoTecnicoDiario_Covid19.pdf
Mexico,MEX,91,24/03/2021,6119298,5351319,767979,192331,197382,4.7,4.11,0.59,1515,"CanSino, Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",Secretary of Health,http://www.gob.mx/cms/uploads/attachment/file/695292/2022.01.25_17h00_ComunicadoTecnicoDiario_Covid19.pdf
Mexico,MEX,92,25/03/2021,6243886,5460096,783790,124588,185195,4.79,4.19,0.6,1422,"CanSino, Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",Secretary of Health,http://www.gob.mx/cms/uploads/attachment/file/695292/2022.01.25_17h00_ComunicadoTecnicoDiario_Covid19.pdf
Mexico,MEX,93,26/03/2021,6487170,5675286,811884,243284,185774,4.98,4.36,0.62,1426,"CanSino, Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",Secretary of Health,http://www.gob.mx/cms/uploads/attachment/file/695292/2022.01.25_17h00_ComunicadoTecnicoDiario_Covid19.pdf
Mexico,MEX,94,27/03/2021,6724789,5901505,823284,237619,180825,5.16,4.53,0.63,1388,"CanSino, Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",Secretary of Health,http://www.gob.mx/cms/uploads/attachment/file/695292/2022.01.25_17h00_ComunicadoTecnicoDiario_Covid19.pdf
Mexico,MEX,95,28/03/2021,6852596,5901505,823284,127807,177186,5.26,4.53,0.63,1360,"CanSino, Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",Secretary of Health,http://www.gob.mx/cms/uploads/attachment/file/695292/2022.01.25_17h00_ComunicadoTecnicoDiario_Covid19.pdf
Mexico,MEX,96,29/03/2021,7018449,6167510,850939,165853,176727,5.39,4.73,0.65,1357,"CanSino, Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",Secretary of Health,http://www.gob.mx/cms/uploads/attachment/file/695292/2022.01.25_17h00_ComunicadoTecnicoDiario_Covid19.pdf
Mexico,MEX,97,30/03/2021,7404912,6167510,850939,386463,211135,5.68,4.73,0.65,1621,"CanSino, Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",Secretary of Health,http://www.gob.mx/cms/uploads/attachment/file/695292/2022.01.25_17h00_ComunicadoTecnicoDiario_Covid19.pdf
Mexico,MEX,98,31/03/2021,7851053,6905214,945839,446141,247394,6.03,5.3,0.73,1899,"CanSino, Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",Secretary of Health,http://www.gob.mx/cms/uploads/attachment/file/695292/2022.01.25_17h00_ComunicadoTecnicoDiario_Covid19.pdf
Mexico,MEX,99,01/04/2021,7851053,6905214,945839,446141,286266,6.03,5.3,0.73,2198,"CanSino, Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",Secretary of Health,http://www.gob.mx/cms/uploads/attachment/file/695292/2022.01.25_17h00_ComunicadoTecnicoDiario_Covid19.pdf
Mexico,MEX,100,02/04/2021,8644446,7586131,1058315,446141,308182,6.64,5.82,0.81,2366,"CanSino, Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",Secretary of Health,http://www.gob.mx/cms/uploads/attachment/file/695292/2022.01.25_17h00_ComunicadoTecnicoDiario_Covid19.pdf
Mexico,MEX,101,03/04/2021,8987190,7903660,1083530,342744,323200,6.9,6.07,0.83,2481,"CanSino, Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",Secretary of Health,http://www.gob.mx/cms/uploads/attachment/file/695292/2022.01.25_17h00_ComunicadoTecnicoDiario_Covid19.pdf
Mexico,MEX,102,04/04/2021,9036000,7924236,1111764,48810,311915,6.94,6.08,0.85,2395,"CanSino, Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",Secretary of Health,http://www.gob.mx/cms/uploads/attachment/file/695292/2022.01.25_17h00_ComunicadoTecnicoDiario_Covid19.pdf
Mexico,MEX,103,05/04/2021,9287405,8113230,1174175,251405,324137,7.13,6.23,0.9,2488,"CanSino, Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",Secretary of Health,http://www.gob.mx/cms/uploads/attachment/file/695292/2022.01.25_17h00_ComunicadoTecnicoDiario_Covid19.pdf
Mexico,MEX,104,06/04/2021,9675517,8372272,1303245,388112,324372,7.43,6.43,1,2490,"CanSino, Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",Secretary of Health,http://www.gob.mx/cms/uploads/attachment/file/695292/2022.01.25_17h00_ComunicadoTecnicoDiario_Covid19.pdf
Mexico,MEX,105,07/04/2021,10089420,8617038,1472382,413903,319767,7.75,6.62,1.13,2455,"CanSino, Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",Secretary of Health,http://www.gob.mx/cms/uploads/attachment/file/695292/2022.01.25_17h00_ComunicadoTecnicoDiario_Covid19.pdf
Mexico,MEX,106,08/04/2021,10642873,9232815,1664658,553453,342160,8.17,7.09,1.28,2627,"CanSino, Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",Secretary of Health,http://www.gob.mx/cms/uploads/attachment/file/695292/2022.01.25_17h00_ComunicadoTecnicoDiario_Covid19.pdf
Mexico,MEX,107,09/04/2021,10984869,9426179,1855048,341996,334346,8.43,7.24,1.42,2567,"CanSino, Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",Secretary of Health,http://www.gob.mx/cms/uploads/attachment/file/695292/2022.01.25_17h00_ComunicadoTecnicoDiario_Covid19.pdf
Mexico,MEX,108,10/04/2021,11204183,9552933,1976517,219314,316713,8.6,7.33,1.52,2431,"CanSino, Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",Secretary of Health,http://www.gob.mx/cms/uploads/attachment/file/695292/2022.01.25_17h00_ComunicadoTecnicoDiario_Covid19.pdf
Mexico,MEX,109,11/04/2021,11395137,9673708,2069821,190954,337020,8.75,7.43,1.59,2587,"CanSino, Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",Secretary of Health,http://www.gob.mx/cms/uploads/attachment/file/695292/2022.01.25_17h00_ComunicadoTecnicoDiario_Covid19.pdf
Mexico,MEX,110,12/04/2021,11703164,9871026,2223846,308027,345108,8.98,7.58,1.71,2649,"CanSino, Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",Secretary of Health,http://www.gob.mx/cms/uploads/attachment/file/695292/2022.01.25_17h00_ComunicadoTecnicoDiario_Covid19.pdf
Mexico,MEX,111,13/04/2021,12407625,10310521,2632006,704461,390301,9.53,7.92,2.02,2996,"CanSino, Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",Secretary of Health,http://www.gob.mx/cms/uploads/attachment/file/695292/2022.01.25_17h00_ComunicadoTecnicoDiario_Covid19.pdf
Mexico,MEX,112,14/04/2021,12912963,10581915,2954683,505338,403363,9.91,8.12,2.27,3097,"CanSino, Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",Secretary of Health,http://www.gob.mx/cms/uploads/attachment/file/695292/2022.01.25_17h00_ComunicadoTecnicoDiario_Covid19.pdf
Mexico,MEX,113,15/04/2021,13421708,10837356,3286908,508745,396976,10.3,8.32,2.52,3048,"CanSino, Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",Secretary of Health,http://www.gob.mx/cms/uploads/attachment/file/695292/2022.01.25_17h00_ComunicadoTecnicoDiario_Covid19.pdf
Mexico,MEX,114,16/04/2021,13978181,11067294,3681064,556473,427616,10.73,8.5,2.83,3283,"CanSino, Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",Secretary of Health,http://www.gob.mx/cms/uploads/attachment/file/695292/2022.01.25_17h00_ComunicadoTecnicoDiario_Covid19.pdf
Mexico,MEX,115,17/04/2021,14240830,11196970,3844491,262649,433807,10.93,8.6,2.95,3330,"CanSino, Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",Secretary of Health,http://www.gob.mx/cms/uploads/attachment/file/695292/2022.01.25_17h00_ComunicadoTecnicoDiario_Covid19.pdf
Mexico,MEX,116,18/04/2021,14368074,11253761,3927307,127244,424705,11.03,8.64,3.01,3260,"CanSino, Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",Secretary of Health,http://www.gob.mx/cms/uploads/attachment/file/695292/2022.01.25_17h00_ComunicadoTecnicoDiario_Covid19.pdf
Mexico,MEX,117,19/04/2021,14571509,11288822,4111121,203435,409764,11.19,8.67,3.16,3146,"CanSino, Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",Secretary of Health,http://www.gob.mx/cms/uploads/attachment/file/695292/2022.01.25_17h00_ComunicadoTecnicoDiario_Covid19.pdf
Mexico,MEX,118,20/04/2021,15003610,11449064,4512826,432101,370855,11.52,8.79,3.46,2847,"CanSino, Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",Secretary of Health,http://www.gob.mx/cms/uploads/attachment/file/695292/2022.01.25_17h00_ComunicadoTecnicoDiario_Covid19.pdf
Mexico,MEX,119,21/04/2021,15477517,11622868,4978670,473907,366365,11.88,8.92,3.82,2813,"CanSino, Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",Secretary of Health,http://www.gob.mx/cms/uploads/attachment/file/695292/2022.01.25_17h00_ComunicadoTecnicoDiario_Covid19.pdf
Mexico,MEX,120,22/04/2021,15874809,11807897,5347232,397292,350443,12.19,9.06,4.1,2690,"CanSino, Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",Secretary of Health,http://www.gob.mx/cms/uploads/attachment/file/695292/2022.01.25_17h00_ComunicadoTecnicoDiario_Covid19.pdf
Mexico,MEX,121,23/04/2021,16214484,11961104,5646105,339675,319472,12.45,9.18,4.33,2453,"CanSino, Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",Secretary of Health,http://www.gob.mx/cms/uploads/attachment/file/695292/2022.01.25_17h00_ComunicadoTecnicoDiario_Covid19.pdf
Mexico,MEX,122,24/04/2021,16410034,12038498,5830079,195550,309886,12.6,9.24,4.48,2379,"CanSino, Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",Secretary of Health,http://www.gob.mx/cms/uploads/attachment/file/695292/2022.01.25_17h00_ComunicadoTecnicoDiario_Covid19.pdf
Mexico,MEX,123,25/04/2021,16501739,12054021,5917676,91705,304809,12.67,9.25,4.54,2340,"CanSino, Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",Secretary of Health,http://www.gob.mx/cms/uploads/attachment/file/695292/2022.01.25_17h00_ComunicadoTecnicoDiario_Covid19.pdf
Mexico,MEX,124,26/04/2021,16687189,12096308,6096954,185450,302240,12.81,9.29,4.68,2320,"CanSino, Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",Secretary of Health,http://www.gob.mx/cms/uploads/attachment/file/695292/2022.01.25_17h00_ComunicadoTecnicoDiario_Covid19.pdf
Mexico,MEX,125,27/04/2021,16687189,12096308,6096954,185450,288426,12.81,9.29,4.68,2214,"CanSino, Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",Secretary of Health,http://www.gob.mx/cms/uploads/attachment/file/695292/2022.01.25_17h00_ComunicadoTecnicoDiario_Covid19.pdf
Mexico,MEX,126,28/04/2021,17357993,12235767,6752282,185450,268639,13.33,9.39,5.18,2062,"CanSino, Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",Secretary of Health,http://www.gob.mx/cms/uploads/attachment/file/695292/2022.01.25_17h00_ComunicadoTecnicoDiario_Covid19.pdf
Mexico,MEX,127,29/04/2021,17718806,12354467,7100269,360813,263428,13.6,9.48,5.45,2022,"CanSino, Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",Secretary of Health,http://www.gob.mx/cms/uploads/attachment/file/695292/2022.01.25_17h00_ComunicadoTecnicoDiario_Covid19.pdf
Mexico,MEX,128,30/04/2021,18080005,12477933,7440439,361199,266503,13.88,9.58,5.71,2046,"CanSino, Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",Secretary of Health,http://www.gob.mx/cms/uploads/attachment/file/695292/2022.01.25_17h00_ComunicadoTecnicoDiario_Covid19.pdf
Mexico,MEX,129,01/05/2021,18326726,12572997,7650150,246721,273813,14.07,9.65,5.87,2102,"CanSino, Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",Secretary of Health,http://www.gob.mx/cms/uploads/attachment/file/695292/2022.01.25_17h00_ComunicadoTecnicoDiario_Covid19.pdf
Mexico,MEX,130,02/05/2021,18471669,12625860,7792707,144943,281419,14.18,9.69,5.98,2160,"CanSino, Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",Secretary of Health,http://www.gob.mx/cms/uploads/attachment/file/695292/2022.01.25_17h00_ComunicadoTecnicoDiario_Covid19.pdf
Mexico,MEX,131,03/05/2021,18827623,12740897,7792707,355954,305776,14.45,9.78,5.98,2347,"CanSino, Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",Secretary of Health,http://www.gob.mx/cms/uploads/attachment/file/695292/2022.01.25_17h00_ComunicadoTecnicoDiario_Covid19.pdf
Mexico,MEX,132,04/05/2021,19340234,12984236,8418291,512611,331092,14.85,9.97,6.46,2542,"CanSino, Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",Secretary of Health,http://www.gob.mx/cms/uploads/attachment/file/695292/2022.01.25_17h00_ComunicadoTecnicoDiario_Covid19.pdf
Mexico,MEX,133,05/05/2021,19951121,13328238,8790655,610887,370447,15.32,10.23,6.75,2844,"CanSino, Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",Secretary of Health,http://www.gob.mx/cms/uploads/attachment/file/695292/2022.01.25_17h00_ComunicadoTecnicoDiario_Covid19.pdf
Mexico,MEX,134,06/05/2021,20540830,13715159,9092249,589709,403146,15.77,10.53,6.98,3095,"CanSino, Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",Secretary of Health,http://www.gob.mx/cms/uploads/attachment/file/695292/2022.01.25_17h00_ComunicadoTecnicoDiario_Covid19.pdf
Mexico,MEX,135,07/05/2021,21008618,14021482,9325576,467788,418373,16.13,10.76,7.16,3212,"CanSino, Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",Secretary of Health,http://www.gob.mx/cms/uploads/attachment/file/695292/2022.01.25_17h00_ComunicadoTecnicoDiario_Covid19.pdf
Mexico,MEX,136,08/05/2021,21228359,14148207,9440251,219741,414519,16.3,10.86,7.25,3182,"CanSino, Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",Secretary of Health,http://www.gob.mx/cms/uploads/attachment/file/695292/2022.01.25_17h00_ComunicadoTecnicoDiario_Covid19.pdf
Mexico,MEX,137,09/05/2021,21300414,14176406,9486795,72055,404106,16.35,10.88,7.28,3102,"CanSino, Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",Secretary of Health,http://www.gob.mx/cms/uploads/attachment/file/695292/2022.01.25_17h00_ComunicadoTecnicoDiario_Covid19.pdf
Mexico,MEX,138,10/05/2021,21300414,14176406,9486795,72055,373889,16.35,10.88,7.28,2870,"CanSino, Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",Secretary of Health,http://www.gob.mx/cms/uploads/attachment/file/695292/2022.01.25_17h00_ComunicadoTecnicoDiario_Covid19.pdf
Mexico,MEX,139,11/05/2021,21589272,14368460,9500000,72055,321291,16.57,11.03,7.29,2466,"CanSino, Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",Secretary of Health,http://www.gob.mx/cms/uploads/attachment/file/695292/2022.01.25_17h00_ComunicadoTecnicoDiario_Covid19.pdf
Mexico,MEX,140,12/05/2021,21986456,14673682,9861173,397184,290762,16.88,11.26,7.57,2232,"CanSino, Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",Secretary of Health,http://www.gob.mx/cms/uploads/attachment/file/695292/2022.01.25_17h00_ComunicadoTecnicoDiario_Covid19.pdf
Mexico,MEX,141,13/05/2021,22413285,14996844,10108593,426829,267494,17.21,11.51,7.76,2054,"CanSino, Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",Secretary of Health,http://www.gob.mx/cms/uploads/attachment/file/695292/2022.01.25_17h00_ComunicadoTecnicoDiario_Covid19.pdf
Mexico,MEX,142,14/05/2021,22413285,14996844,10108593,426829,236628,17.21,11.51,7.76,1817,"CanSino, Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",Secretary of Health,http://www.gob.mx/cms/uploads/attachment/file/695292/2022.01.25_17h00_ComunicadoTecnicoDiario_Covid19.pdf
Mexico,MEX,143,15/05/2021,22413285,14996844,10108593,426829,241197,17.21,11.51,7.76,1852,"CanSino, Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",Secretary of Health,http://www.gob.mx/cms/uploads/attachment/file/695292/2022.01.25_17h00_ComunicadoTecnicoDiario_Covid19.pdf
Mexico,MEX,144,16/05/2021,23168462,15454195,10604476,426829,266864,17.79,11.86,8.14,2049,"CanSino, Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",Secretary of Health,http://www.gob.mx/cms/uploads/attachment/file/695292/2022.01.25_17h00_ComunicadoTecnicoDiario_Covid19.pdf
Mexico,MEX,145,17/05/2021,23301884,15544106,10652500,133422,265292,17.89,11.93,8.18,2037,"CanSino, Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",Secretary of Health,http://www.gob.mx/cms/uploads/attachment/file/695292/2022.01.25_17h00_ComunicadoTecnicoDiario_Covid19.pdf
Mexico,MEX,146,18/05/2021,23301884,15544106,10652500,133422,310474,17.89,11.93,8.18,2383,"CanSino, Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",Secretary of Health,http://www.gob.mx/cms/uploads/attachment/file/695292/2022.01.25_17h00_ComunicadoTecnicoDiario_Covid19.pdf
Mexico,MEX,147,19/05/2021,24223297,16173646,11131624,133422,319549,18.6,12.42,8.55,2453,"CanSino, Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",Secretary of Health,http://www.gob.mx/cms/uploads/attachment/file/695292/2022.01.25_17h00_ComunicadoTecnicoDiario_Covid19.pdf
Mexico,MEX,148,20/05/2021,24988066,16819083,11384107,764769,367826,19.18,12.91,8.74,2824,"CanSino, Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",Secretary of Health,http://www.gob.mx/cms/uploads/attachment/file/695292/2022.01.25_17h00_ComunicadoTecnicoDiario_Covid19.pdf
Mexico,MEX,149,21/05/2021,25626413,17386061,11584756,638347,423057,19.67,13.35,8.89,3248,"CanSino, Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",Secretary of Health,http://www.gob.mx/cms/uploads/attachment/file/695292/2022.01.25_17h00_ComunicadoTecnicoDiario_Covid19.pdf
Mexico,MEX,150,22/05/2021,26148948,17858127,11720188,522535,461745,20.07,13.71,9,3545,"CanSino, Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",Secretary of Health,http://www.gob.mx/cms/uploads/attachment/file/695292/2022.01.25_17h00_ComunicadoTecnicoDiario_Covid19.pdf
Mexico,MEX,151,23/05/2021,26478866,18170321,11784494,329918,472915,20.33,13.95,9.05,3630,"CanSino, Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",Secretary of Health,http://www.gob.mx/cms/uploads/attachment/file/695292/2022.01.25_17h00_ComunicadoTecnicoDiario_Covid19.pdf
Mexico,MEX,152,24/05/2021,26655760,18338034,11794554,176894,479125,20.46,14.08,9.05,3678,"CanSino, Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",Secretary of Health,http://www.gob.mx/cms/uploads/attachment/file/695292/2022.01.25_17h00_ComunicadoTecnicoDiario_Covid19.pdf
Mexico,MEX,153,25/05/2021,26953788,18610667,11832208,298028,455885,20.69,14.29,9.08,3500,"CanSino, Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",Secretary of Health,http://www.gob.mx/cms/uploads/attachment/file/695292/2022.01.25_17h00_ComunicadoTecnicoDiario_Covid19.pdf
Mexico,MEX,154,26/05/2021,27709853,19327543,11919690,756065,498079,21.27,14.84,9.15,3824,"CanSino, Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",Secretary of Health,http://www.gob.mx/cms/uploads/attachment/file/695292/2022.01.25_17h00_ComunicadoTecnicoDiario_Covid19.pdf
Mexico,MEX,155,27/05/2021,27709853,19327543,11919690,756065,498123,21.27,14.84,9.15,3824,"CanSino, Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",Secretary of Health,http://www.gob.mx/cms/uploads/attachment/file/695292/2022.01.25_17h00_ComunicadoTecnicoDiario_Covid19.pdf
